service,date,time,message,label
twitter,8/25/2021,23:04:00,"Dih najis kelakuan aparat Vietnam, PPKM bukannya obrak-abrik warung, malah bagi2 sembako ke kampung! <U+0001F92C> https://t.co/af3L3eBnaJ",NA
twitter,7/18/2021,01:26:00,"""Untuk sekarang, karena masih masa PPKM Darurat, uang sewa rusun yang harusnya dibayarkan bisa untuk memenuhi kebutuhan lainnya,"" kata Khofifah",NA
twitter,8/3/2021,22:37:00,@sepc_o 20 menit soalnya ppkm level 4,NA
instagram,8/2/2021,19:44:00,Presiden Joko Widodo resmi memperpanjang PPKM Level 4 di beberapa daerah hingga 9 Agustus mendatang.\n.\n.\n(via twitter: @asumsico)\n#FanaPlus #BeAPlus #PPKM #Covid19 #Jokowi #ppkm,NA
twitter,8/23/2021,08:49:00,tolong ini korban ppkm<U+0001F62D> https://t.co/uZZcyQ7jhQ,NA
instagram,7/25/2021,19:54:00,minjem modal atuh Pak buat beli mesin ampelas dan bor listrik 5juta ajah.,NA
instagram,8/22/2021,20:56:00,"Nama : Sofia Balqis Lesmana\nNPM : 2103310088\nKelompok : 9 propionibacterium skermanisi\nNama PK : Kak aidha safa @aidha_safa \n\nMengatur waktu itu sangat penting, jika mahasiswa pandai mengatur waktu yang baik akan membantu mereka menjalani perkuliahan dan kegiatan organisasi secara seimbang.\n\n#manajemenwaktu\n#propionibacteriumskermanisi #PPKM-TP21\n#FoodTechnology2021 #HIMATEPAJaya\n#KabinetMeraki #MerakiBerdedikasi #HidupMahasiswa\n#UPNVeteranJatim #ppkm",NA
twitter,7/31/2021,11:31:00,#Tol_Japek Setelah GT Cikampek DIBERLAKUKAN Penyekatan PPKM secara Situasional.,NA
twitter,7/11/2021,04:20:00,PPKM Sudah Tepat\nTokoh Adat Kabupaten Jayapura Dukung Otsus Dilanjutkan dan DOB\ndaerah.sindonews.com/read/462376/97<U+0085>,NA
twitter,7/22/2021,19:58:00,"dikata alay engga, tapi di masa ppkm kaya gini dan dikeadaan yang gapunya arti dari rangkuman keluarga, memang sw dan sg adalah hal paling toxic yang nambah ngerusak imun dan mental",NA
instagram,10/11/2021,11:20:00,"#Repost\n///@arena_store_bm: GIVEAWAY LAGI\nGRATIS HADIAH BUAT KALIAN\nHANYA UNTUK ANDA\n\n1 UNIT iphone 11 promax \n\nGRATIS....TIS...TIS\n\nINGAT HADIAH TIDAK DI PUNGUT BIAYA APAPUN YAHH...\nJADI SEMUA <U+0001D406><U+0001D411><U+0001D400><U+0001D413><U+0001D408><U+0001D412>\n.\nSYARAT IKUT GIVEAWAY:\n<U+0001F449>Hanya cukup <U+0001D641><U+0001D64A><U+0001D647><U+0001D647><U+0001D64A><U+0001D652>\n_________________________\n@arena_store_bm\n@arena_store_bm\n@arena_store_bm\n______________________\n(kalo pas nanti dicek ternyata ga follow , kita bakal pilih pemenang lain ya)\n.\n<U+0001F449>Share Giveaway ini sebanyak - banyaknya ke INSTASTORY kalian atau kalo perlu jadikan POSTINGAN anda dan tag @arena_store_bm ..Usahakan buat instastory yg banyak agar nama anda selalu teratas\n.\n<U+0001F449>Kalo udah, kalian boleh <U+0001D63E><U+0001D64A><U+0001D648><U+0001D648><U+0001D640><U+0001D649><U+0001D64F>:\nNama & umur anda\n\nDi postingan giveaway\n\nKomen postingan terbaru kami yang positif...\n.\n<U+0001F449> Yang terakhir tag mention teman anda sebanyak-banyaknya ( semakin banyak tag teman semakin besar peluang meraih kemenangan )\n.\n<U+0001F449>Tunggu <U+0001D64B><U+0001D640><U+0001D649><U+0001D642><U+0001D650><U+0001D648><U+0001D650><U+0001D648><U+0001D63C><U+0001D649> <U+0001D64B><U+0001D640><U+0001D648><U+0001D640><U+0001D649><U+0001D63C><U+0001D649><U+0001D642>\n15-10-2021 JAM 22:00 WIB\n\n #iphonesolo #jayapura #iphonemalangmurah #iphonemalang #ppkm #iphonejakarta #iphonebandung #iphonekalimantan #iphonepontianak #iphonesamarinda #iphonebalikpapan #iphone #nusatenggaratimur #nusatenggarahtimur #jnt #iphonemalang#papuahits #manokowari #ntt #iphoneaceh #ambon #ambonhits #maluku #papuabarat  #caseiphone #medamhits  #papua_hitz_zaman_now #papuacool #ambonmanise #ambonmaluku #ppkm",extraversion neuroticism
twitter,7/21/2021,14:58:00,"#JKW_FromNewHopeToNoHope \n#JKW_FromNewHopeToNoHope \n\nKritisi Pelaksanaan PPKM Darurat, Bukhori Yusuf: Kita Perlu Akhlak Luhur Dari Para Pemimpin https://t.co/hGoGjmBITA",NA
twitter,8/13/2021,10:16:00,dukung dan patuhi PPKM https://t.co/GDQh2vCknG,NA
twitter,7/25/2021,22:41:00,ngapain si kuku dipanjang panjangin udah kayak ppkm aje,NA
twitter,10/9/2021,20:24:00,Patroli PPKM Level 1 Malam Hari. Pastikan agar sesuai ketentuan guna memutus mata rantai penyebaran Covid 19. https://t.co/mxLtr882pP,NA
twitter,7/25/2021,10:06:00,"ah, tidak terasa sudah hari terakhir injury time ppkm darurat",NA
instagram,7/16/2021,16:39:00,"Mana izinmu mana... Saya satpol pp, saya punya wewenang di sini",NA
twitter,8/30/2021,13:23:00,@amyourloev maaf nih ppkm terbatas dulu katanya<U+0001F614><U+0001F614>,NA
instagram,8/6/2021,17:39:00,"Perubahan Tidak Akan Terjadi Tanpa Adanya TINDAKAN\n\nAYO BERGERAK, BANGKITKAN EKONOMI MANDIRI DARI EFEK PANDEMI\nKAMI MENGAJAK UNTUK MENJADI MEMBER RESMI LOGAM MULIA MINI\n\nTanpa Bayar Lisensi\nPotongan Harga\nReward TAHUNAN\n\nAktifasi Member Online \nke wa.me/6289699844095\n\n#member #logammuliaterkecil #EMASMINI #bvtikemasmini #ppkm #ekonomi #berniaga #jualbeliemas #ppkm",NA
instagram,9/10/2021,22:54:00,"Sejak awal pandemi, Indonesia menolak konsep lockdown. Lockdown buat Indonesia bukan solusi yang efektif, karena itu seperti menutup luka dengan menambah luka baru. Sekarang, ternyata apa yang dilakukan Indonesia mendapat apresiasi dari beberapa negara di dunia. Selengkapnya di Timeline bersama Denny Siregar.\n\n#DennySiregar #Timeline #Markibong #PSBB #PPKM #Lockdown #pandemi #Covid19 #vaksinasi #herdimmunity #Jokowi #jokowidodo #Indonesia #Indonesia<U+0001F1EE><U+0001F1E9> #psbb",NA
twitter,7/7/2021,11:38:00,Polsek Kalangbret dan Tim Gugus Tugas Covid-19 Melaksanakan Operasi PPKM Darurat dan Pendisiplinan Yang Melanggar Protokol Kesehatan di Wilayah Kauman Kab. Tulungagung\n.\n#polrestulungagung\n#guyubrukun\n#akbphandonosubiakto\n#VaksinasiPPKM5M https://t.co/grpa2IkJBZ,NA
twitter,8/4/2021,15:58:00,@krtkachynii ppkm apa gak ada doi,NA
twitter,8/2/2021,23:14:00,@ohmydull Y udh lah:v,NA
instagram,7/11/2021,20:04:00,Terkadang petugas gk pake hati bicara tanpa memikirkan nasib orang kecil yg mereka andalkan adalah seragam negara yg mereka pakai bukan hati,NA
instagram,9/17/2021,13:26:00,"#Repost @rdq_official\n<U+0095> <U+0095> <U+0095> <U+0095> <U+0095> <U+0095>\nDaster kimono ichiko\nLd 120\nPb 125\nBahan rayon premium grade a\nDibagian pinggang kiri dan kanan ada tali cantik nya\nBagian dada atas ada kancing  nya\nDibagian lengan sampai siku\njahitan rapih dengan bawahan raffle dan nyaman di pakai ketika tidur dan modis untuk bepergian keluar rumah.\n \nMuat sampai BB 80 kg\nada resletingnya\nada serutnya\nplus ada rafel nya juga\n\nMenerima ecer, lusin, kodianan dan partai nesar\nNote : \n* Tiap hari motif berubah-ubah.\nChat admin wa.me/6281312888181\nTerima kasih!\n\nSELAMAT BERBELANJA DAN PILIH SESUAI SELERA YANG TERBAIK <U+0001F64F><U+0001F64F><U+0001F606>\n\n#modelbajukekinian \n#katunrayon \n#tiedye \n#daster \n#lambeturah \n#tasikmalaya \n#konveksi \n#ppkm \n#jawabarat \n#konveksitanganpertama \n#tanahabang \n#bajubutik  #dasterkekinian #dasterbusui #dastermurah #dastercantik #gamissyari #gamismurah #gamis #oneset #pajamas #grosirbaju #grosirtanahabang #grosirbajumurah #bajumurah #bajuwanita #rayonviscose #ppkm",openness conscientiousness neuroticism
twitter,8/27/2021,20:37:00,"LAKSANAKAN PATROLI,BABINSA KORAMIL 02 BAYAN BERSAMA BABINKAMTIBMAS POLSEK BAYAN SOSIALISASI PROKES PADA MASA PPKM DARURAT, JUM'AT 27/08/21 https://t.co/wuTqtFwptJ",NA
twitter,8/9/2021,19:26:00,@NUgarislucu @MuhammadiyinGL PPKM rasa isbat,NA
twitter,7/15/2021,13:08:00,KAI Cirebon: Penurunan penumpang pada PPKM Darurat capai 90 persen https://t.co/yQZkRud7jS,NA
instagram,9/2/2021,16:58:00,"Kim Beauty House Kuningan is\nOPEN NOW!<U+2728>\n\n<U+0001F4CE>Berada di lokasi Ruko Taman Kota, Jl. Arya Kemuning Blok A No. 14, Kuningan\n\nPastikan kamu dapat ruangan untuk melakukan jadwal treatment ya! <U+2728>\n\nFREE Konsultasi Dokter lohhh <U+0001F970> \n\nYuk Reservasi ke\n<U+0001F4F2> 0811-1112-4559\n.\n.\nBeauty is Yours, Get it Now! <U+0001F49E>\n\n#kimbeauty #kimbeautyhouse #kuningan #softopening #softopeningpromo #koreantreatment #klinikkecantikankuningan #skincare #skincareindonesia #kuninganinfo #september #ppkm #launching #cantik #klinik #korea #ppkm",NA
twitter,8/16/2021,20:39:00,"Karikatur: Dampak PPKM, Pengusaha Kibarkan Bendera<U+00A0>Putih https://t.co/VMm8WPIV2g",NA
twitter,7/17/2021,15:40:00,@DaddymaterialMu Pelan pelan kontolu masuk,NA
instagram,8/20/2021,17:41:00,Lb,NA
twitter,7/10/2021,10:12:00,Ingfo PPKM dong arah bandung dari bogor bukan via tol.,NA
twitter,7/22/2021,09:47:00,"@msaid_didu Itu lah logika yang dibangun lebih adab, santun dan scientific  <U+0001F606><U+0001F609><U+0001F60E><U+0001F917><U+0001F92D><U+0001F490><U+0001F339><U+0001F33B><U+0001F490><U+0001F483><U+0001F483>",NA
twitter,7/22/2021,14:29:00,"kalo kamu stay di rumah terus , kapan bisa merasakan indahnya kebersamaan ?\n#PPKM meresahkan",NA
twitter,8/4/2021,07:00:00,residen Joko Widodo (Jokowi) mengumumkan perpanjangan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Level 4 dari 3 Agustus sampai 9 Agustus 2021 #PPKMLevel4SolusiBaik https://t.co/dJOUPnyGtG,NA
instagram,7/6/2021,17:34:00,Cantiknyaaaa<U+0001F60D>,NA
instagram,7/15/2021,08:16:00,"5 hari kedepan<U+0085><U+0001F914>\n\nMasih berlaku loh promonya hehe\n\n15.000 all item(s) atau semua menu!\n\nPromo ini berlaku khusus untuk kalian yang order dirumah yaa, kalian bisa order lewat dm kita atau whatsapp kita di 082112821351 \n\nJangan sedih belum bisa dine in karena kan bisa #caharidarirumah <U+0001F60D>\n\n<U+0001F4F7> : @slv.a <U+0001F64C><U+0001F3FB>\n\n#cahari\n#caharidarirumah\n#stayhome\n#coffee\n#ppkm",NA
twitter,7/10/2021,07:41:00,"Gubernur Papua Lukas Enembe salahi aturan birokrasi terkait pergantian sekda papua, kayanya emg dia keliatan panik, apa ada yg ditutupi ? apa dia bener-bener korupsi ? ini sih harus segera diusut ya !!\nYuk Disiplin PPKM https://t.co/KywjfW6IKk",NA
instagram,7/27/2021,18:45:00,"Apa impian yang ingin Anda wujudkan??? \n\nJangan biarkan impian-impian Anda tertutup oleh masalah-masalah hidup Anda... \n\nBukankah setiap manusia yang hidup pasti punya masalah???\n\nNah... justru jadikanlah masalah-masalah itu sebagai pengingat .. kalau Anda tidak segera merubah hidup dan meraih impian, ya masalah itu selamanya akan ada dalam hidup Anda <U+0001F60A>\n\nSekarang ! Bukan nanti bukan besok bukan bulan depan !\n.\nFollow <U+0001F449>@setiawan_bisnis_ecoracing\n.\nWA 0812 1220 7104\n.\nakan bantu carikan solusi untuk Anda <U+270A>\n\nTetap semangat, Tetap fokus, wujudkan impian Anda mulai dari SEKARANG !\n\n#ecoracingshsteam#motivasibisnisku\n#ecoracing #pejuangislam#dream #semangatberbisnis #semangathidup #peluangusahamudah #treninet #KomunitasAntiRiba #inspirasihidup #ppkm#lokerindonesia#bisnisilegal #tnipolri#pns#karyawanbank#karyawanpabrik#kayaberkah#bisnisberkah #ppkm",openness extraversion neuroticism
instagram,8/17/2021,19:33:00,Pengen ngomong kasar tp takut tiba2 ilang <U+0001F602><U+0001F602><U+0001F602>,NA
instagram,7/16/2021,15:23:00,Kangen banget  kopi Ancora,NA
instagram,7/30/2021,11:17:00,"Hai temen temen saya rojani nur sadrina sedang mengikuti lomba yang di selenggarakan oleh @forumanakkotabandung\n\nSelama di rumah saja, saya belajar bagaimana caranya mengandalkan diri sendiri. Bagaimana caranya saya mengontrol diri saya sendiri di tengah kondisi seperti ini. Tidak ada teman yg membantu, guru pun hanya membantu dari jauh. Saya hanya bisa melakukannya dengan cara saya sendiri dan mengandalkan apa yang saya miliki. Memang benar, pada akhirnya kita hanya bisa berdiri paling kuat diatas kaki kita sendiri.\nMemang kadang lelah, jika sedang berada di titik terendah yang terlihat paling menyenangkan adalah menyerah. Tapi saya ingat yang indah memang tak mudah.\n\n@forumanakkotabandung @dp3a_kotabdg @sitimuntamah_oded @bandungberliterasiseru\n#LombaKTSP2021\n#PPKM\n#HariAnak2021\n#HAN2021\n#AnakPunyaCerita\n#AnakPeduliPandemi #ppkm",extraversion agreeableness
twitter,8/24/2021,00:42:00,PPKM diperpanjang sampai Timnas masuk Piala Dunia.~,NA
youtube,7/7/2021,12:47:00,teruk pak anis sidak aja....jangan cuma orang jualan yang di pinggir jalan aja yang di semprot air....,NA
twitter,7/4/2021,14:35:00,Kemarin PSBB sekarang PPKM nanti PEPEK,NA
twitter,7/3/2021,08:40:00,Tokoh masyarakat dukung Otsus Papua\nPPKM Bentengi Negeri https://t.co/msYXAL7r2B,NA
twitter,10/24/2021,09:04:00,"@syzuhri @CongPadi @msaid_didu @susipudjiastuti Di masa pandemi perusahaan penerbangan mana yg ga merugi? Makanya ya PPKM itu klu di suruh di rumah aja ya di rumah, bukan di dlm tempurung nemenin katak",NA
instagram,8/11/2021,22:20:00,Info Order\n083830371687\n\nTokopedia\nOCTOPUSADV\nhttps://tokopedia.link/h4cUztuVUhb\n\nTOKKO\nhttps://tokko.io/octoousadv/products/SEM-001/p-semprotan-hidung-sprayer-nasal-pompa-60-ml-oral-hidung-mulut-panjang\n\nSemprotan Hidung Sprayer Nasal Pompa 60 ML Oral Hidung Mulut PANJANG\n\nBahan: Plastik\nJenis: oral spray pump\nPenggunaan: Botol + Tutup PANJANG\nFitur: Tidak Ada Tumpahan\n\nDigunakan untuk membersihkan hidung\n\n#botol #botolspray #botolpembersih #botolpembersihhidung #pembersihhidung #pembersihmulut #botoloral #kemasan #kemasanbotol #botolnasal #cucihidung #sinusitis #sinus #flu #covid #corona #coronaindonesia #hidung #nasal #nasalspray #covid_19 #cegahcovid19 #bandung #ppkm #dirumahaja #anosmia #isolasimandiri #isoman #hocl #pilek #ppkm,NA
instagram,9/8/2021,17:26:00,"#PPKM diperpanjang melulu, kamu dirumah aja <U+0001F64B><U+200D><U+2642><U+FE0F><U+0001F64B><U+200D><U+2640><U+FE0F> jangan sampe kamu ngga bisa makan yang enak-enak ya guys <U+2665><U+FE0F> yuk cobain resep ini buat kamu bisa makan enak dirumah aja!\n\nYang udah cobain boleh dong curhat ke mimin <U+2665><U+FE0F><U+0001F618> mimin tunggu yaa~\n\n#igapenyet\n#resepmasakan\n#masaknasi\n#masakberas\n#lumbungmakmur #ppkm",NA
twitter,9/23/2021,12:31:00,"PPKM Level3, Polres Kepulauan Seribu Terus Terapkan ProKes dan Cek Sertifikat Vaksin Warga di Dermaga Kedatangan. Kamis (23/09/2021).\n\n#PPKM\n#PPKMLevel3\n#ayopakaimasker\n#kampungtangguhjaya\n#polreskepulauanseribu\n#protokolkesehatan https://t.co/cqCq9mTlI9",NA
youtube,8/19/2021,20:37:00,Kota banjar jawa barat mantau,NA
twitter,7/13/2021,10:00:00,Berikut 7 hal penting soal aturan PPKM Darurat di Pontianak yang perlu kamu ketahui. #publisherstory https://t.co/g6x9j1F15j,NA
instagram,8/24/2021,13:10:00,"Bingung Size kamu?\n\nUntuk size baju, biasanya rata-rata tergantung body fat dan tinggi badan. Tapi, jangan lupa ukur Lingkar badan juga agar tidak salah size. Lalu sesuaikan deh sama size Chart dress yang akan kamu beli. <U+0001F60D>\n\nMudah bukan?\nEitss, jangan lupa juh swipe untuk cek size Chart Ayesha Dress cantik ini.\n\nBooking sekarang sebelum kehabisan yuk!\nWa : 0812-1010-5109\nLink in bio! \nBisa juga ke reseller resmi @firsa_partnership\n\n#ayeshadress #firsahijab #sizechart #sizegamis #tipsbunda #gamistrendy #gamisremaja #gamissyari #gamisantigerah #gamisdaily #bajugamisterbaru #ppkm #orderfromhome #stayathome #dirumahaja #dresskekinian #tips #ukuranbaju #sizegamis #kadoulangtahun #localbrand #aurelhermansyah #muslimahsyari #hijrahsquad #ppkm",NA
twitter,7/13/2021,19:03:00,"Cek instagram sesembak-nya deh.\n\nSepertinya, PPKM Darurat tidak berlaku untuk anak pejabat. https://t.co/yaGDmmKN5D",NA
instagram,8/9/2021,20:52:00,Karunya anu ngalalangur atuh pa boga angsuran teu kabayar neangan gawe hese. Aduhh gusti,NA
youtube,8/25/2021,22:55:00,Sulit sebentar lg meningkat lagi yg di katakan covid itu,NA
instagram,7/18/2021,09:31:00,info harga dan konsultasi dm atau klik link di bio<U+0001F917><U+0001F618>,NA
twitter,7/6/2021,23:43:00,PPKM : Pernah Patah Karna Mu,NA
twitter,8/9/2021,16:16:00,@dotraveltrip Yuk @dotraveltrip @herwandkputra,NA
twitter,8/30/2021,21:13:00,ppkm diperpanjang sampai jujutsu kaisen season 2 tayang https://t.co/gSld8uY4l5,NA
twitter,8/15/2021,19:35:00,Jadi PPKM hanya untuk memaksakan VAKSIN. biar VAKSINnya LAKU ?\nKalau rakyat sehat wal Afiat kenapa DIPAKSA VAKSIN ?? https://t.co/ABMPwokvja,NA
twitter,7/4/2021,21:22:00,"1.146 Warga Mengungsi akibat Kerusuhan di Yalimo, PPKM Pulihkan Bangsa\nhttps://t.co/Cr2KtQRlJ2",NA
twitter,7/12/2021,07:26:00,PPKM Rakyat Sehat https://t.co/XsFg2JcNSO,NA
twitter,7/30/2021,11:06:00,@detikcom ya kalo sekarang udah telat. dari awal tahun di lockdown juga bisa tapi ga mau keluarin duit.\nskrg uda ga ada duit.,NA
twitter,7/2/2021,13:56:00,Besok sesuai rencana Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Darurat bakal diberlakukan di Jawa Timur (<U+0085> https://t.co/PPqn9Wplvw,NA
twitter,8/22/2021,09:23:00,Bhabinkamtibmas menghimbau warga yg melaksanakan hajatan pesta.agar menaati aturan perihal PPKM serta menerapkan protokol kesehatan pada saat acara. https://t.co/mSsf1DUAyw,NA
twitter,8/8/2021,09:41:00,@TabananPolres Patuhilah imbauan pemerintah untuk isolasi terpusat,NA
instagram,8/17/2021,21:12:00,Jangan di ganggu cok lagi enak tuh<U+0001F602><U+0001F602><U+0001F602>,NA
twitter,8/1/2021,00:49:00,@sebeltweat Hahahahah,NA
instagram,7/14/2021,10:28:00,kakkk <U+0001F622> izin share,NA
twitter,7/1/2021,21:56:00,"Menindaklanjuti kebijakan PPKM Darurat, Forkopimda Sidoarjo langsung menggelar rapat di Pendopo Delta Wibawa, Kamis (1/7) #PPKMDarurat https://t.co/86qJPPsmo6",NA
twitter,8/7/2021,06:43:00,"Rencana Booster Vaksin Bagi Jemaah Umrah, Ini Penjelasan Kemenag\nhttps://t.co/2wiK02MgJL\nPPKM Tangkal Pandemi",NA
twitter,8/23/2021,17:40:00,PPKM lanjut gak nih,NA
twitter,9/22/2021,20:15:00,"@tvOneNews eee penjahit sibuk PPKM mulu, naruna apa kbr??? blm kenyang ya dgn uang covid",NA
instagram,7/7/2021,10:37:00,"TAHUN INI HARUS PINDAH KONTRAKAN ? BISA DONG! \nRUMAH BARU SIAP SERAH TERIMA DESEMBER 2021 <U+0001F60E><U+0001F3E1> \n\n<U+0001F338> CASA REGENCY CANGKRINGSARI <U+0001F338>\n\n<U+2668><U+FE0F> HARGA TERMURAH 377JUTA RUMAH ALA KOREAN STYLE <U+0001F4C8><U+0001F4B8> \n\n<U+2705> Uang muka dicicil panjang 15 kali\n<U+0001F31F> Angsuran DP ringan 1jutaan\n<U+2705> Angsuran KPR ringan 2 jutaan\n<U+0001F31F> Serah terima cepat 6-8 bulan, READY DESEMBER 2021\n<U+2705> Free BPHTB\n<U+0001F31F> Include PPN\n<U+2705> Free Tandon Tanam\n<U+0001F31F> Free Closet Duduk\n<U+2705> Free Pagar Samping*\n<U+0001F31F> Free Pompa\n<U+2705> Free Pengalihan 1x \n\n<U+0001F4AF> DAPATKAN PROMO SELAMA BULAN JULY, UNIT TERBATAS \n\nDetail Informasi :  085733039079\n\n#rumahmurah #sidoarjo #sukodono #surabaya #koreanstyle #kpop #ansan #busan #rumah1lantai #rumah2lantai #weddingorganizer #pasanganmuda #ppkm #milenials #bts #cicilan1jutaan #cicilan2jutaan #rumahbarusidoarjo #surabayahits #babyborn #baby #ppkm",NA
twitter,9/10/2021,05:31:00,"Bupati Badung, I Nyoman Giri Prasta pastikan sebelum PPKM turun level, pariwisata Badung tidak dibuka. Namun kasus Covid di Badung menunjukkan sudah ada perkembangan dengan penurunan kasus. #ppkm #badung #bali #ppkmbali #wisatabali #giriprasta https://t.co/1peV278U6m",NA
instagram,8/22/2021,19:08:00,"yuk viralkan yuk, sampe di pecat. benci banget sama oknum yg seperti ini.",NA
twitter,7/21/2021,10:02:00,"Lakukan 6M protokol kesehatan, meski sudah divaksin, untuk menekan penyebaran covid-19\nPPKM Indonesia Sehat https://t.co/stsDS9j13z",NA
instagram,7/23/2021,14:09:00,Semoga berkah <U+0001F60D><U+0001F60D>,NA
twitter,8/2/2021,05:01:00,"Rang orang pergi ke mesjid, aku pergi ke tempat kerja.\nppkm bikin hidup tambah keras <U+0001F486><U+0001F486>",NA
twitter,7/21/2021,11:58:00,"@ainunnajib @kemenkomarves @KemenkesRI @kemendagri @jokowi Saya jawilkan Bu @KhofifahIP juga ya. Publik butuh penjelasan, Bu. Saya jangan diblock ya, saya dulu milih njenengan... <U+0001F64F><U+0001F64F><U+0001F64F>",NA
instagram,7/17/2021,20:57:00,PPKM jangan diperpanjang pak. Hilangkan berita negatif tentang covid. Kominfo saring semua berita hoax dan negatif tentang covid. Perkuat lini kesehatan. Tiap daerah puskesmas digerakkan seperti di surabaya jadi tidak mengumpul jadi satu di RS. Perkuat logistik obat dan oksigen. Orang sekarang banyak ga bisa nglewati covid karena semua RS penuh. Tetap perbanyak vaksin. Bikin prioriti vaksin berdasar kritikal dan efikasi vaksin. Garda depan kesehatan beri vaksin dengan efikasi tinggi. Terakhir buat peraturan pelanggar prokes dan harus ditindak tegas. Biarkan mobilisasi tetap berjalan. Ekonomi terus berputar.,NA
instagram,7/19/2021,08:02:00,Update buat kamu-kamu yang doyan fashion. Dari brand St.Yves\n\nHarga murah Rp.105K\n\nYg mo nanya nanya boleh hub:\n082138485866\n\n#connexion #fladeo #yongkikomaladi #styves #disney\n#fashionable  #fashionista #fashionweek #fashioankids #infofashion #fashionpurwokerto #fashionbanyumas #fashioncilacap #fashionpurbalingga #fashionbanjarnegara #jualanonlineshop  #jualan #ppkm #purwokerto #banyumas #purbalingga #banjarnegara #cilacap #matahari #infopurbalingga #indonesiamaju #indonesiasehat #ppkm,NA
twitter,7/21/2021,23:21:00,@EmillyLuwita46 Ga ada hatinya pula...,NA
twitter,7/18/2021,02:35:00,"@gumihogurl Sabar say, masih ppkm itu loh <U+0001F91E><U+0001F91E>",NA
twitter,7/26/2021,15:17:00,@hyuniijaee jaga jarak deh ppkm :v,NA
instagram,8/12/2021,21:20:00,"Ketika Anda memiliki banyak Uang banyak, maka Hukum bisa Anda beli\n.\n.\n.\nFollow : @elzy_musik\nFollow : @elzy_musik\nFollow : @elzy_musik\n.\n.\n.\n#literasi30detik #tiktiokindo #tiktok  #tiktokhot #videoviral #videohits #tiktokgeneration #selebgram #dagelan #tiktokseleb #fyp #tiktokremaja #covid-19 #musically #stopbullying #Rahmadizy #tiktokdance #ppkm #stopbully #tiktokmemes #lambemoba #muserindo #wismaatlet #stopbullyingnow #tiktokkeren  #tiktokviral  #tiktokvideo #tiktokfunny #storywhatsapp #guyonankekinian #ppkm",NA
twitter,7/26/2021,12:47:00,"@AdhieMassardi Ini apa yaa, kemaren<U+00B2> banyak bener yg positif #Covid_19 ngeyel masuk zona ijo, kemudian..\n\nDengan semakin merebaknya pandemik, Semakin luas cakupan area yg keinfeksi, semakin banyak alat dan obat yg bakalan laku?",NA
twitter,9/11/2021,12:44:00,"Di Pasar rappokaleleng Kec. Bontonompo Kab. Gowa. Serma Zainuddin Babinsa Koramil 1409-08, bersama 4 orang anggota lainnya melaksanakan pemantauan dan pembagian masker serta menghimbau kepada pengunjung pasar dan Sosialisasi PPKM Skala Mikro guna pencegahan Covid-19. https://t.co/ZqrhdbjIGi",NA
twitter,7/19/2021,21:04:00,"@aulmaulidiana Emg kak , aku juga ngerasa gitu . Makin kesini suasana lebaran tuh gak kaya dulu :')",NA
twitter,7/2/2021,19:54:00,"@rzkyagk Kami informasikan untuk jadwal KRL di masa PPKM Darurat mulai 3 Juli 2021, jika sudah tersedia informasi t<U+0085> https://t.co/zWjR6dkzFO",NA
youtube,7/10/2021,11:50:00,Amim.  <U+0001F64F>,NA
twitter,7/20/2021,09:45:00,@dhepaimin Kurang sangar jk di aluskan 'peken tedo',NA
twitter,9/7/2021,09:47:00,"PPKM Jawa-Bali Diperpanjang,  Cek Wilayah Kasus Tertinggi rri.co.id/humaniora/info<U+0085> via @rri.co.id - KDA",NA
twitter,8/31/2021,14:30:00,Kapolri menegaskan penerapan protokol kesehatan harus lebih ketat di arena PON untuk mencegah penyebaran Covid-19.\n\n#PolriAmankanPON2021\nPatuhi Prokes PPKM https://t.co/z2JToLnlr8,NA
twitter,7/25/2021,20:22:00,@ceritatehfidy Sabar yaah. Sabaar <U+0001F62D>,NA
twitter,7/15/2021,22:28:00,"@Dennysiregar7 Bnyak jg org kecil buka usaha malah terganjal ppkm,jd kelaparan jg.",NA
instagram,9/6/2021,19:24:00,Ini wakil presiden aktif sekali kasih info perpanjang ppkm,NA
twitter,8/1/2021,21:59:00,"@miraclewithgod Eh mau nanya, emg prawiro tetep buka pas ppkm?",NA
instagram,8/12/2021,21:45:00,"#EditorialMediaIndonesia hari Jumat (13/8) LIVE pukul 07.30 WIB di Metro TV akan membahas tentang investasi politik di tengah pandemi, bersama pembedah Don Bosco Selamun.\n\nBedah Editorial Media Indonesia bisa Anda saksikan kembali melalui channel youtube metrotvnews. Jangan lupa subscribe! \n\n#mediaindonesia #ppkm #ppkmlevel4 #covid19 #vaksinasi #vaksincovin19 #ppkmlevel4",NA
twitter,8/29/2021,19:40:00,Fuksin udah psbb udah ditambah ppkm yg berkepnjangan udah.  Make masker stiap hari dari bngun tidur ketidur lagi makan minum berak pakai masker dan prokes trus. Yg blom apa ? Apa blom balik modal. Atau gimana ? Bangke gw kepengen normal napas gw normal makan gw normal kerja gw twitter.com/InSrikandi____<U+0085>,NA
twitter,8/16/2021,07:04:00,"Hari Terakhir PPKM, Ini Lokasi SIM Keliling di DKI Jakarta https://t.co/efI2kfiFEy",NA
